Code,Name,ICAO,IATA,PositioningFlightPattern,CharterFlightPattern
JIT,Jet It,JIT,,,.*
JIV,Jivair AB,JIV,,,.*
JJA,Jeju Air,JJA,7C,,
JJM,Regional Geodata Air,JJM,,,
JJP,JetStar Japan,JJP,GK,,
JKH,Jetkontor,JKH,,,.*
JKT,Jetstar Hong Kong Airways,JKT,,,
JKY,Helicopter &amp; Aviation Services,JKY,,,
JLA,MIA Airlines,JLA,,,
JLH,Jetlink Holland,JLH,,,
JLJ,J-Air,JLJ,JL,,
JLL,JetKonnect,JLL,,,
JLN,Eurojet Limited,JLN,,,
JLX,Jetlink Express,JLX,,,
JMA,Jambojet Limited,JMA,JM,,
JMB,Jambo Africa Airlines,JMB,,,
JMC,JMC Airlines,JMC,,,
JME,Executive Jet Management Europe,JME,,,.*
JMG,JetMagic,JMG,,,
JMJ,Johnston Airways,JMJ,,,
JMK,Jetmagic,JMK,,,
JMM,Joint Military Commission,JMM,,,
JMP,Business Wings,JMP,,,
JMR,LAW Latin American Wings,JMR,LW,,
JMT,Jomartaxi Aereo,JMT,,,
JMX,Air Jamaica Express,JMX,,,
JNA,Jin Air,JNA,LJ,,
JNH,M &amp; N Aviation,JNH,,,
JNJ,Journey Jet,JNJ,,,
JNR,Jet Norte,JNR,,,
JNV,Jetnova de Aviación Ejecutiva,JNV,,,
JNY,Jenney Beechcraft,JNY,,,
JOA,Air Swift Aviation,JOA,,,
JOB,Aerojobeni,JOB,,,
JOC,Dan Air,JOC,DN,,
JOL,Atyrau Air Ways,JOL,IP,,
JON,Jonair,JON,,,
JOS,DHL de Guatemala,JOS,L3,,
JOY,Joy Air,JOY,JR,1463,
JPA,OSACOM,JPA,,,
JPN,Jeppesen UK,JPN,,,
JPO,Jetpro,JPO,,,
JPQ,Jett Paqueteria,JPQ,,,
JPR,Aerosmith Aviation,JPR,,,
JRC,JetAir Caribbean,JRC,,,
JRE,flyExclusive,JRE,,,.*
JRF,First Air Transport,JRF,,,
JRI,Jetrider International,JRI,,,
JRN,Jet Rent,JRN,,,
JSA,Jetstar Asia Airways,JSA,3K,,
JSE,Jets Y Servicios Ejecutivos,JSE,,,
JSH,Jetstream Air,JSH,,,
JSI,Jet Air Group,JSI,,,
JSJ,JS Air,JSJ,,,
JSM,Jet Stream,JSM,,,
JSP,Palmer Aviation,JSP,,,
JST,Jetstar Airways,JST,JQ,,
JSU,Jiangsu Jet,JSU,,,
JSV,Japan Aircraft Service,JSV,,,
JSW,Jigsaw Project,JSW,,,
JSX,JSX,JSX,XE,,
JSY,Jung Sky,JSY,,,.*
JTA,Japan Transocean Air,JTA,NU,,
JTC,Jet Trans Aviation,JTC,,,
JTD,Jettime,JTD,,,
JTE,Cobham Aviation Services,JTE,NC,,
JTF,Jettime Finland,JTF,JO,,
JTI,Cirrus Middle East,JTI,,,
JTL,Jet Linx Aviation,JTL,,,.*
JTM,Exxavia Limited,JTM,,,
JTN,Jettrain Corporation,JTN,,,
JTR,Executive Aviation Services,JTR,,,
JTS,Arrendamiento de Aviones Jets,JTS,,,
JTT,Jet-2000,JTT,,,
JTU,Zhetysu,JTU,,,
JTX,Jet Aspen Air Lines,JTX,,,
JTY,Jatayu Airlines,JTY,VJ,,
JUA,Aero Juarez,JUA,,,
JUB,Jubba Airways,JUB,,,
JUC,Juba Cargo Services &amp; Aviation Company,JUC,,,
JUP,JumpAir,JUP,,,
JUR,Ju-Air,JUR,,,
JUS,USA Jet Airlines,JUS,U7,,
JVK,Jorvik,JVK,,,
JWY,Jetways of Iowa,JWY,,,
JXA,Jetex Aviation,JXA,,,
JXT,Jetstream Executive Travel,JXT,,,
JXX,Jinxiang Airlines,JXX,,,.*
JYH,9 Air,JYH,AQ,,
JZA,Air Canada Jazz,JZA,QK,,
JZR,Jazeera Airways,JZR,J9,,
KAA,Asia Aero Survey and Consulting Engineers,KAA,,,
KAC,Kuwait Airways,KAC,KU,,
KAD,Air Kirovograd,KAD,,,
KAE,Kartika Airlines,KAE,,,
KAH,Kent Aviation,KAH,,,
KAI,Kaiser Air,KAI,,,
KAJ,Karthago Airlines,KAJ,,,
KAL,Korean Air,KAL,KE,,
KAM,Air Mach,KAM,,,
KAO,Kazan Aviation Production Association,KAO,,,
KAP,Cape Air,KAP,9K,,
KAR,Pegas Fly,KAR,EO,,
KAS,Kingston Air Services,KAS,,,
KAT,Kato Airline,KAT,,,
KAV,Air Kufra,KAV,,,
KAW,Kaz Air West,KAW,,,
KAY,K5-Aviation GmbH,KAY,,,.*
KAZ,Comlux KZ,KAZ,,,
KBA,Kenn Borek Air,KBA,,,
KBV,Kustbevakningen,KBV,,,
KBZ,Air KBZ,KBZ,K7,,
KCA,Trans-Kiev,KCA,,,
KCE,Irving Oil,KCE,,.*,
KDC,K D Air Corporation,KDC,,,
KDR,Royal Daisy Airlines,KDR,,,
KDZ,Flightworks,KDZ,,,
KEE,Keystone Air Service,KEE,BZ,,
KEK,Arkhabay,KEK,,,
KEM,CemAir,KEM,5Z,,
KEN,Kenmore Air,KEN,M5,,
KES,Kallat El Saker Air Company,KES,,,
KEY,Key Airlines,KEY,,,
KFA,Kelowna Flightcraft Air Charter,KFA,,,
KFC,Kremenchuk Flight College,KFC,,,
KFE,Skyfirst,KFE,,,
KFK,Aero Charter Krifka,KFK,,,
KFS,Kalitta Charters,KFS,K9,,
KFT,Air Kraft Mir,KFT,,,
KGA,Kyrgyzstan Airlines,KGA,R8,,
KGB,Kyrgz General Aviation,KGB,,,
KGC,Peach Air,KGC,,,
KGD,Air Concorde,KGD,,,
KGL,Kogalymavia Air Company,KGL,7K,,
KGT,Knights Airlines,KGT,,,
KGZ,Kyrgyz Airlines,KGZ,N5,,
KHA,Kitty Hawk Aircargo,KHA,,,
KHB,Dalavia,KHB,H8,,
KHC,Kitty Hawk Airways,KHC,,,
KHE,Kanfey Ha'emek Aviation,KHE,,,
KHH,Alexandria Airlines,KHH,,,
KHK,Kharkiv Airlines,KHK,KH,,
KHM,Cambodia Airlines,KHM,,,
KHO,Khors Aircompany,KHO,,,
KHP,Khoezestan Photros Air Lines,KHP,,,
KHR,Khazar,KHR,,,
KHV,Cambodia Angkor Air,KHV,K6,,
KHX,Knighthawk Express,KHX,,,
KHY,Khyber Afghan Airlines,KHY,,,
KIA,Kiwi International Air Lines,KIA,KP,,
KIE,Afit,KIE,,,
KII,Kalitta Charters II,KII,CB,,
KIN,Kinloss Flying Training Unit,KIN,,,
KIP,Kinnarps,KIP,,,
KIS,Kish Airlines,KIS,Y9,,
KIW,Royal New Zealand Air Force,KIW,,,
KIZ,Kanaf-Arkia Airlines,KIZ,,,
KKA,Kazavia,KKA,,,
KKB,Air South,KKB,,,
KKS,Salem,KKS,,,
KLB,Air Mali International,KLB,,,
KLC,KLM Cityhopper,KLC,WA,,
KLD,Air Klaipėda,KLD,,,
KLE,Rusaero,KLE,,,
KLH,KLM Helicopter,KLH,,,
KLJ,KlasJet,KLJ,,,.*
KLM,KLM,KLM,KL,,
KLO,Flight-Ops International,KLO,,,
KLR,Columbus Air Transport,KLR,,,
KLX,Kelix Air,KLX,,,
KLZ,Aerokaluz,KLZ,,,
KMA,Komiaviatrans State Air Enterprise,KMA,,,
KMB,Delta Engineering Aviation,KMB,,,
KMC,Kahama Mining Corporation,KMC,,,
KME,Cambodia Airways,KME,KR,,
KMF,Kam Air,KMF,RQ,,
KMG,Kosmas Air,KMG,,,
KMI,K-Mile Air,KMI,,,
KMP,Kampuchea Airlines,KMP,E2,,
KMR,Western Pacific Airlines,KMR,,,
KMV,Komiinteravia,KMV,8J,,
KNA,Kunming Airlines,KNA,KY,,
KNE,Flynas,KNE,XY,,
KNG,King Aviation,KNG,,,
KNI,KD Avia,KNI,KD,,
KNM,GB Helicopters,KNM,,,
KNS,Kinshasa Airways,KNS,,,
KNX,Knighthawk Air Express,KNX,,,
KOA,Koanda Avacion,KOA,,,
KOB,Koob-Corp - 96 KFT,KOB,,,
KOE,Northland Aviation,KOE,,,
KOK,Horizon Air Service,KOK,,,
KOM,Kom Activity,KOM,,,
KON,Air Connect,KON,KS,,
KOP,Servicios Aéreos Copters,KOP,,,
KOR,Air Koryo,KOR,JS,,
KOS,Kosova Airlines,KOS,,,
KOV,Orlan-2000,KOV,,,
KOY,Araiavia,KOY,,,
KPA,Kunpeng Airlines,KPA,VD,,
KPH,Kazan Helicopters,KPH,,,
KPO,Nxt Jet,KPO,,,.*
KQA,Kenya Airways,KQA,KQ,,
KRA,Transcontinental Airlines,KRA,,,
KRB,Karibu Airways Company,KRB,,,
KRC,New Zealand Air Defence Force,KRC,,,
KRE,AeroSucre,KRE,,,
KRF,United Kingdom Royal VIP Flights,KRF,,,
KRG,Krimaviamontag,KRG,,,
KRH,United Kingdom Royal VIP Flight,KRH,,,
KRI,Krylo Airlines,KRI,K9,,
KRM,Crimea Universal Avia,KRM,,,
KRN,Kaz Agros Avia,KRN,,,
KRO,Kroonk Air Agency,KRO,,,
KRP,Carpatair,KRP,V3,,.*
KRT,Air Kokshetau,KRT,,,
KRU,Karun Airlines,KRU,,,
KRV,Khoriv-Avia,KRV,,,
KSA,K S Avia,KSA,,,
KSI,Air Kissari,KSI,,,
KSM,Kosmos,KSM,,,
KSP,Servicios Aéreos Expecializados En Transportes Petroleros,KSP,,,
KSS,Raytheon Travel Air,KSS,,,
KST,PTL Luftfahrtunternehmen,KST,,,
KSU,Kansas State University,KSU,,,
KSZ,Sunrise Airways,KSZ,S6,,
KTA,Kirov Air Enterprise,KTA,,,
KTB,Transaviabaltika,KTB,,,
KTC,Kyrgyz Trans Avia,KTC,,,
KTL,P &amp; P Floss Pick Manufacturers,KTL,,,
KTN,Aeronavigaciya,KTN,,,
KTR,HT Helikoptertransport,KTR,,,
KTS,Transair-Gyraintiee,KTS,,,
KTV,Kata Transportation,KTV,,,
KUS,National Airlines,KUS,,,
KVK,Olimp Air,KVK,,,
KVR,Alliance Avia,KVR,,,
KVS,Kevis,KVS,,,
KWA,Vozdushnaya Academy,KWA,,,
KWN,Kwena Air,KWN,,,
KXP,Kargo Xpress,KXP,WW,,
KYB,Skybridge AirOps,KYB,,,
KYC,Av Atlantic,KYC,,,
KYD,Sky Messaging,KYD,,,
KYE,Sky Lease Cargo,KYE,GG,,
KYM,Krym,KYM,,,
KYR,Sky Aeronautical Services,KYR,,,
KZA,Kurzemes Avio,KZA,,,
KZE,Euro-Asia Air International,KZE,,,
KZH,Zhez Air,KZH,,,
KZM,Phoebus Apolloa Zambia,KZM,,,
KZN,Aviaservice,KZN,,,.*
KZR,Air Astana,KZR,KC,,
KZS,Kazaviaspas,KZS,,,
KZU,Kuzu Airlines Cargo,KZU,GO,,
KZW,Khalifa Airways,KZW,,,
L1,Lufthansa Systems,,L1,,
L5,Línea Aérea Cuencana,,L5,,
LAA,Libyan Arab Airlines,LAA,LN,,
LAC,Lockeed Aircraft Corporation,LAC,,,
LAD,Lebanon Airport Development Corporation,LAD,,,
LAE,LAN Cargo,LAE,L7,,
LAF,Latvian Air Force,LAF,,,
LAG,Aviation Legacy,LAG,,,
LAH,L A Helicopter,LAH,,,
LAJ,British Mediterranean Airways,LAJ,KJ,,
LAL,Labrador Airways,LAL,,,
LAM,Linhas Aéreas de Moçambique,LAM,TM,,
LAN,LATAM Chile,LAN,LA,,
LAO,Lao Airlines,LAO,QV,,
LAP,LATAM Paraguay,LAP,PZ,,
LAQ,Lebanese Air Transport,LAQ,LQ,,
LAR,Lawrence Aviation,LAR,,,
LAT,Lebanese Air Transport (charter),LAT,,,
LAU,Líneas Aéreas Suramericanas,LAU,4L,,
LAV,AlbaStar,LAV,AP,,
LAW,Link Airways of Australia,LAW,,,
LAX,Laminar Air,LAX,,,
LAY,Layang-Layang Aerospace,LAY,,,
LBC,Albanian Airlines,LBC,LV,,
LBH,Laker Airways (Bahamas),LBH,,,
LBI,Albisa,LBI,,,
LBQ,Quest Diagnostics,LBQ,,,
LBR,Elbe Air Transport,LBR,,,
LBT,Nouvel Air Tunisie,LBT,BJ,,
LBW,Albatros Airways,LBW,,,
LBY,Belle Air,LBY,,,
LCA,Leconte Airlines,LCA,,,
LCB,LC Busre,LCB,,,
LCC,The Lancair Company,LCC,,,
LCG,Lignes Aeriennes Congolaises,LCG,,,
LCH,Lynch Flying Service,LCH,,,
LCM,Líneas Aéreas Comerciales,LCM,,,
LCN,Líneas Aéreas Canedo LAC,LCN,,,
LCO,LAN Cargo,LCO,UC,,
LCR,Libyan Arab Air Cargo,LCR,,,
LCS,RAF Leuchars,LCS,,,
LCT,Link Conexion Aerea,LCT,,,
LCY,London City Airport Jet Centre,LCY,,,
LDA,Lauda Air,LDA,NG,,
LDE,LADE - Líneas Aéreas Del Estado,LDE,,,
LDG,Aerolíneas Aéreas Ejecutivas De Durango,LDG,,,
LDI,Lauda Air Italy,LDI,,,
LDL,Aerologic,LDL,,,
LDM,Lauda Motion (Amira Air),LDM,,,
LDN,Al-Donas Airlines,LDN,,,
LDR,Aero Lider,LDR,,,
LDX,Sparfell Luftfahrt,LDX,,,.*
LEA,Unijet,LEA,,,.*
LEB,Lebap,LEB,,,
LEC,Linex,LEC,,,
LED,Blom Geomatics,LED,,,
LEE,Leeming Flying Training Unit,LEE,,,
LEG,The Army Aviation Heritage Foundation,LEG,,,
LEJ,FSH Luftfahrtunternehmen,LEJ,,,
LEL,Leonsa De Aviación,LEL,,,
LEM,Aleem,LEM,,,
LEN,Lentini Aviation,LEN,,,
LEP,Laughlin Express,LEP,,,
LER,LASER Airlines,LER,QL,,
LET,Aerolíneas Ejecutivas,LET,,,
LEU,Lions-Air,LEU,,,
LEX,L'Express Airlines,LEX,,,
LFA,Air Alfa,LFA,,,
LFE,Luxflight Executive,LFE,,,
LFI,National Airways Corporation,LFI,,,
LFL,Executive Air,LFL,,,
LFO,Deutsches Zentrum für Luft- und Raumfahrt,LFO,,,
LFP,Alfa Aerospace,LFP,,,
LFR,Atlantic Airfreight Aviation,LFR,,,
LGD,Legend Airlines,LGD,,,
LGL,Luxair,LGL,LG,,
LGN,Aerolaguna,LGN,,,
LGT,Longtail Aviation,LGT,6T,,
LGU,Servicios Aéreos Ejecutivos De La Laguna,LGU,,,
LGW,Luftfahrtgesellschaft Walter,LGW,HE,,
LHA,Longhao Airlines,LHA,GI,,
LHB,Liebherr-Aviation,LHB,,,
LHC,London Helicopter Centres,LHC,,,
LHR,Al Ahram Aviation,LHR,,,
LHS,Luhansk,LHS,,,
LHT,Lufthansa Technik,LHT,,,
LHX,City Airlines,LHX,VL,,
LIA,Leeward Islands Air Transport,LIA,LI,,
LIB,Polizeihubschrauberstaffel Hamburg,LIB,,,
LID,Alidaunia,LID,D4,,
LIE,Al-Dawood Air,LIE,,,
LIF,Rocky Mountain Holdings,LIF,,,
LIJ,Líneas Aéreas San Jose,LIJ,,,
LIL,Fly Lili,LIL,FL,,
LIN,Aerolimousine,LIN,,,
LIQ,Lid Air,LIQ,,,
LIR,Minsk Aircraft Overhaul Plant,LIR,,,
LIS,Eastern Express,LIS,,,
LIV,Air Livonia,LIV,,,
LJA,Air Jamahiriya Company,LJA,,,
LJB,Al Jaber Aviation,LJB,,,
LJC,The Little Jet Company,LJC,,,.*
LJY,L J Aviation,LJY,,,
LKA,Lao Central Airlines,LKA,LF,,
LKD,Lignes Aeriennes Du Tchad,LKD,,,
LKE,Lucky Air,LKE,8L,,
LKL,Lakeland Aviation,LKL,,,
LKN,NAM Air,LKN,IN,,
LKP,American Aviation,LKP,,,
LKR,Laker Airways,LKR,,,
LKS,Airlink Solutions,LKS,,,
LKW,Top Sky International,LKW,,,
LKY,Air Solutions,LKY,,,
LLA,Servico Leo Lopex,LLA,,,
LLB,Lloyd Aéreo Boliviano,LLB,LB,,
LLL,Lao Air Company,LLL,,,
LLM,Yamal Airlines,LLM,YL,,
LLO,Operation Enduring Freedom,LLO,,,
LLR,Alliance Air,LLR,9I,,
LLS,Servicios Aéreos Estrella,LLS,,,
LMA,Aerolima,LMA,,,
LMC,Línea Aérea Mexicana de Carga,LMC,,,
LME,Lignes Mauritaniennes Air Express,LME,,,
LMG,South African Air Force,LMG,,,
LMJ,Masterjet,LMJ,,,.*
LMK,Grantex Aviation,LMK,,,
LML,Alamia Air,LML,,,
LMN,Líneas Aéreas Monarca,LMN,,,
LMO,Sky Limo Corporation,LMO,,,
LMP,Air Plus Argentina,LMP,,,
LMR,Lamra,LMR,,,
LMS,Lomas Helicopters,LMS,,,
LMT,Almaty Aviation,LMT,,,
LMU,AlMasria Universal Airlines,LMU,UJ,,
LMX,Aerolíneas Mexicanas J S,LMX,,,
LMY,Air Almaty,LMY,,,
LMZ,Air Almaty ZK,LMZ,,,
LNA,Lnair Air Services,LNA,,,
LNC,LAN Dominica,LNC,,,
LNE,LAN Ecuador,LNE,XL,,
LNG,Lockheed Martin Aeronautics Company,LNG,,,
LNI,Lion Mentari Airlines,LNI,JT,,
LNK,Airlink,LNK,4Z,,
LNM,Liaoning Meridian Jet,LNM,,,.*
LNP,Línea Aérea SAPSA,LNP,L7,,
LNT,Aerolíneas Internacionales,LNT,,,
LNX,London Executive Aviation,LNX,,,.*
LOD,Malmoe Air Taxi,LOD,,,
LOF,Trans States Airlines,LOF,AX,,
LOG,Loganair,LOG,LM,,
LOK,Alok Air,LOK,,,
LOP,Linton-on-Ouse Flying Training Unit,LOP,,,
LOR,Leo-Air,LOR,,,
LOS,Lossiemouth Flying Training Unit,LOS,,,
LOT,LOT Polish Airlines,LOT,LO,,
LOU,Air Saint Louis,LOU,,,
LOV,London Flight Centre (Stansted),LOV,,,
LPA,Air Leap,LPA,,,
LPC,Alpine Aviation,LPC,,,
LPD,UK Royal/HRH Duke of York,LPD,,,
LPE,LAN Peru,LPE,LP,,
LPL,Lease-a-Plane International,LPL,,,
LPN,Laoag International Airlines,LPN,L7,,
LPR,Lotnicze Pogotowie Ratunkowe,LPR,,,.*
LPV,Air Alps Aviation,LPV,A6,,
LRA,Little Red Air Service,LRA,,,
LRB,L R Airlines,LRB,,,
LRC,Avianca Costa Rica,LRC,LR,,
LRD,Laredo Air,LRD,,,
LRO,Alrosa-Avia,LRO,,,
LRQ,Luxembourg Air Ambulance,LRQ,,.*,
LRR,Lorraine Aviation,LRR,,,
LRS,Sansa,LRS,,,
LRT,Lincoln Airlines,LRT,,,
LRW,Al Rida Airways,LRW,,,
LSA,Leader SRL,LSA,,,.*
LSC,Los Cedros Aviación,LSC,,,
LSE,Línea De Aeroservicios,LSE,,,
LSI,AlisCargo Airlines,LSI,CP,,
LSK,Aurela,LSK,,,
LSP,Spectrum Aviation Incorporated,LSP,,,
LSR,Alsair,LSR,,,
LSS,Lone Star Airlines,LSS,,,
LSU,Laus,LSU,,,
LSY,Lindsay Aviation,LSY,,,
LTA,Trans Atlantis,LTA,,,
LTC,Charter Jets,LTC,,,.*
LTE,LTE International Airways,LTE,XO,,
LTF,Lufttaxi Fluggesellschaft,LTF,DV,,
LTG,LATAM Cargo Brasil,LTG,M3,,
LTI,Aerotaxis Latinoamericanos,LTI,,,
LTL,Benin Littoral Airways,LTL,,,
LTO,LTU Austria,LTO,L3,,
LTR,Lufttransport,LTR,L5,,
LTS,Flight Inspections and Systems,LTS,,,
LTW,Luchtvaartmaatschappij Twente,LTW,,,
LTY,Liberty Air,LTY,,,
LUC,Albinati Aeronautics,LUC,,,.*
LUE,Aeroclub de Alicante,LUE,,,
LUK,LUKoil-Avia,LUK,,,
LUT,Luft Carago,LUT,,,
LUV,Luxembourg Air Rescue,LUV,,,
LUZ,Luzair,LUZ,,,
LVB,IRS Airlines,LVB,,,
LVD,Luftfahrt-Vermietungs-Dienst,LVD,,,
LVN,Aliven,LVN,,,
LVR,Aviavilsa,LVR,,,
LVT,La Valenciana Taxi Aéreo,LVT,,,
LWA,Libyan Wings,LWA,,,
LWD,Leisure Air,LWD,,,
LWG,Luxwing Ltd.,LWG,BN,,
LWI,Lumiwings,LWI,L9,,
LWL,Lowlevel,LWL,,,
LXA,Luxaviation,LXA,,,
LXF,Lynx Air International,LXF,,,
LXG,Luxaviation Germany,LXG,,,.*
LXJ,Flexjet,LXJ,,,.*
LXM,Luxaviation Malta,LXM,,,
LXO,Luxor Air,LXO,,,
LXP,LAN Express,LXP,LU,,
LXR,Air Luxor,LXR,LK,,
LYB,Lynden Air Cargo,LYB,,,
LYC,Lynden Air Cargo,LYC,L2,,
LYD,Lydd Air,LYD,,,
LYF,Lithuanian Air Force,LYF,,,
LYH,Yankee Lima Helicopteres,LYH,,,
LYM,Key Lime Air,LYM,,,
LYN,Kyrgyzstan,LYN,QH,,
LYT,Apatas Air,LYT,,,
LYW,Libyan Airlines,LYW,,,
LYX,SmartLynx Malta,LYX,,,
LZA,Lanza Air,LZA,,,
LZB,Bulgaria Air,LZB,FB,,
LZP,Air Ban,LZP,,,
LZR,Air Lazur,LZR,,,
LZT,Lanzarote Aerocargo,LZT,,,
MAA,MasAir,MAA,M7,,
MAB,Millardair,MAB,,,
MAC,Air Arabia Maroc,MAC,3O,,
MAD,Maple Air Services,MAD,,,
MAE,Mali Air,MAE,,,
MAF,Mission Aviation Fellowship,MAF,,,
MAH,Malév Hungarian Airlines,MAH,MA,,
MAI,Mauritania Airlines International,MAI,L6,,
MAJ,Majestic Airlines,MAJ,,,
MAL,Morningstar Air Express,MAL,,,
MAM,Aeródromo De La Mancha,MAM,,,
MAN,Mannion Air Charter,MAN,,,
MAQ,Mac Aviation,MAQ,,,
MAR,Air Mediterranean,MAR,MV,,
MAS,Malaysia Airlines,MAS,MH,,
MAT,Maine Aviation,MAT,,,
MAU,Air Mauritius,MAU,MK,,
MAV,Manta Air,MAV,NR,,
MAW,Mustique Airways,MAW,,,
MAX,Max-Aviation,MAX,,,
MAY,Malta Air,MAY,AL,,
MAZ,Mines Air Services Zambia,MAZ,,,
MBA,Avag Air,MBA,,,
MBB,Air Manas,MBB,,,
MBC,Airjet Exploração Aérea De Carga,MBC,,,
MBE,Martin-Baker,MBE,,,
MBI,Mountain Bird,MBI,,,
MBL,First City Air,MBL,,,
MBN,Zambian Airways,MBN,Q3,,
MBO,Mobil Oil,MBO,,,
MBR,Brazilian Navy Aviation,MBR,,,
MBS,Mbach Air,MBS,,,
MBU,Marabu Airlines,MBU,,,
MCB,Air Mercia,MCB,,,
MCC,MCC Aviation,MCC,,,
MCD,Air Medical,MCD,,,
MCE,Marshall Aerospace,MCE,,,
MCF,MAC Fotografica,MCF,,,
MCG,SOS Helikoptern Gotland,MCG,,,
MCH,McAlpine Helicopters,MCH,,,
MCJ,Avianca Argentina,MCJ,A0,,
MCK,Macair Airlines,MCK,CC,,
MCL,Medical Aviation Services,MCL,,,
MCM,Heli-Air-Monaco,MCM,,,
MCN,Mac Dan Aviation Corporation,MCN,,,
MCO,Aerolíneas Marcos,MCO,,,
MCP,Marcopolo Airways,MCP,,,
MCS,Macedonian Airlines,MCS,,,
MCT,Transportación Aérea Del Mar De Cortés,MCT,,,
MCV,MTC Aviación,MCV,,,
MCX,Cargo Express,MCX,,,
MCY,Ambulance Air Africa,MCY,,,
MDA,Mandarin Airlines,MDA,AE,,
MDB,Monde Air Charters,MDB,,,
MDC,Atlantic Aero and Mid-Atlantic Freight,MDC,,,
MDE,Mauritanienne De Transport Aerien,MDE,,,
MDF,Mediterranean Air Freight,MDF,,,
MDG,Air Madagascar,MDG,MD,,
MDH,Madina Air,MDH,,,
MDJ,Jetran Air,MDJ,,,
MDL,Mandala Airlines,MDL,RI,,
MDM,Medavia Company,MDM,,,
MDN,Mudan Airlines,MDN,,,
MDR,Compania Mexicana De Aeroplanos,MDR,,,
MDS,McNeely Charter Services,MDS,,,
MDT,Sundt Air,MDT,,,
MDV,Moldavian Airlines,MDV,2M,,
MDX,Aerosud Charter,MDX,,,
MDY,Mediterranean Airways,MDY,,,
MEA,Middle East Airlines,MEA,ME,,
MEC,Mercury Aircourier Service,MEC,,,
MED,Ontario Ministry of Health,MED,,,
MEE,Elimediterranea,MEE,,,
MEF,Air Meridan,MEF,,,
MEG,Mega Maldives,MEG,LV,,
MEI,Merlin Airways,MEI,,,
MEJ,Medjet International,MEJ,,,
MEK,Med-Trans of Florida,MEK,,,
MEL,Mega Linhas Aéreas,MEL,,,
MEM,Meridian Limited,MEM,,,
MEP,Midwest Airlines,MEP,YX,,
MER,Methow Aviation,MER,,,
MES,Mesaba Airlines,MES,,,
MET,Meteorological Research Flight,MET,,,
MEV,Med-View Airline,MEV,VL,,
MEX,Metro Express,MEX,,,
MEY,Justair Scandinavia,MEY,,,
MFA,Martyn Fiddler Associates,MFA,,,
MFB,Mountain Flyers 80,MFB,,,
MFC,Moncton Flying Club,MFC,,,
MFL,Aero McFly,MFL,,,
MFR,Midline Air Freight,MFR,,,
MFS,Miller Flying Services,MFS,,,
MFT,Multiflight,MFT,,,
MFX,My Freighter,MFX,C6,,
MFZ,Mofaz Air,MFZ,,,
MGA,MG Aviación,MGA,,,
MGB,Coulson Flying Service,MGB,,,
MGE,Asia Pacific Airlines,MGE,,,
MGG,Elmagal Aviation Services,MGG,,,
MGH,Mavi Gok Aviation,MGH,4M,,
MGI,Marghi Air,MGI,,,
MGK,Mega,MGK,,,
MGL,MIAT Mongolian Airlines,MGL,OM,,
MGM,Transporte Aero MGM,MGM,,,
MGO,Punto Fa,MGO,,,
MGR,Magna Air,MGR,,,
MGS,Aeromagar,MGS,,,
MGW,Mongolian Airways Cargo,MGW,XF,,
MGX,Montenegro Airlines,MGX,YM,,
MHA,Mountain High Aviation,MHA,,,
MHC,Aero Jomacha,MHC,,,
MHD,Yas Air Kish,MHD,,,
MHL,Meridian Airlines,MHL,,,
MHN,Manhattan Air,MHN,,,
MHO,Mokulele Airlines,MHO,MW,,
MHQ,Skargardshavets Helikoptertjanst,MHQ,,,
MHS,Air Memphis,MHS,,,
MHU,Air Memphis,MHU,,,
MHV,MHS Aviation GmbH,MHV,M2,,.*
MIA,Mauria,MIA,,,
MIC,Mint Airways,MIC,,,
MID,Midland Airport Services,MID,,,
MIE,Aero Premier De Mexico,MIE,,,
MIF,Miras,MIF,,,
MIG,Russian Aircraft Corporation-MiG,MIG,,,
MIM,Mimino,MIM,,,
MIR,Miramichi Air Service,MIR,,,
MIS,Midstate Airlines,MIS,,,
MIT,Flight Line,MIT,,,
MIZ,Desarrollo Milaz,MIZ,,,
MJB,Magic Blue Airlines,MJB,,,
MJC,Mandarin Air,MJC,,,
MJF,MJet,MJF,,,
MJL,Jet Line International,MJL,,,
MJM,Eti 2000,MJM,,,
MJN,Royal Air Force of Oman,MJN,RS,,
MJR,Midamerica Jet,MJR,,,
MJT,Mex-Jet,MJT,,,
MKA,MK Airline,MKA,,,
MKH,Air Marrakech Service,MKH,,,
MKK,Malaya Aviatsia Dona,MKK,,,
MKL,McCall Aviation,MKL,,,
MKO,Markoss Aviation,MKO,,,
MKR,Lanmei Airlines,MKR,LQ,,
MKS,Pimichikamac Air,MKS,,,
MKY,Monky Aerotaxis,MKY,,,
MLA,40-Mile Air,MLA,Q5,,
MLB,Manaf International Airways,MLB,,,
MLC,Malila Airlift,MLC,,,
MLD,Air Moldova,MLD,9U,,
MLE,Moldaeroservice,MLE,,,
MLF,Amal Airlines,MLF,,,
MLG,Malagasy Airlines,MLG,,,
MLH,Avion Express Malta,MLH,,,
MLK,Millennium Air,MLK,,,
MLL,Aeroclub de Mallorca,MLL,,,
MLM,ComLux Malta,MLM,,,
MLN,Air Madeleine,MLN,,,
MLO,Servicios Aéreos Milenio,MLO,,,
MLS,Mall Airways,MLS,,,
MLT,Maleth-Aero,MLT,DB,,.*
MLU,Zracno Pristaniste Mali Losinj,MLU,,,
MLX,Malawi Express,MLX,,,
MMA,Myanmar Airways International,MMA,8M,,
